tipo_muerte,provincia,canton,fecha,lat,lon,arma,edad,sexo,etnia,motivacion,area_hecho
ASESINATO,ESMERALDAS,ESMERALDAS,2024-12-31,0.98068,-79.65848,ARMA DE FUEGO,42,MUJER,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2024-12-31,-1.05091,-80.44389,ARMA DE FUEGO,52,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2024-12-31,-1.05091,-80.44389,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MONTECRISTI,2024-12-31,-1.10807,-80.58358,ARMA DE FUEGO,15,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MONTECRISTI,2024-12-31,-1.10807,-80.58358,ARMA DE FUEGO,41,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MANTA,2024-12-31,-0.98435,-80.7246,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,VENTANAS,2024-12-31,-1.44819,-79.46277,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2024-12-31,-2.23493,-80.93223,ARMA DE FUEGO,40,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,CANAR,LA TRONCAL,2024-12-31,-2.46961,-79.44994,CONSTRICTORA,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,CANAR,LA TRONCAL,2024-12-31,-2.46961,-79.44994,CONSTRICTORA,27,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-31,-2.09515,-79.96461,ARMA DE FUEGO,18,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-31,-2.09318,-79.96547,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-31,-2.23066,-79.91252,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2024-12-31,-0.26821,-78.54247,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,SUCUMBIOS,SHUSHUFINDI,2024-12-30,-0.184,-76.6469,ARMA BLANCA,41,HOMBRE,AFRO,VIOLENCIA INTRAFAMILIAR,URBANO
ASESINATO,MANABI,SUCRE,2024-12-30,-0.40256,-80.28376,ARMA DE FUEGO,61,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,PORTOVIEJO,2024-12-30,-1.05743,-80.44686,ARMA DE FUEGO,39,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-30,-0.95421,-80.72234,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MONTECRISTI,2024-12-30,-1.06828,-80.66165,ARMA DE FUEGO,57,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MONTECRISTI,2024-12-30,-1.06828,-80.66165,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MONTECRISTI,2024-12-30,-1.06828,-80.66165,ARMA DE FUEGO,39,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,PLAYAS,2024-12-30,-2.63718,-80.39139,ARMA DE FUEGO,51,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,PLAYAS,2024-12-30,-2.63718,-80.39139,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DAULE,2024-12-30,-1.79081,-80.01447,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,DAULE,2024-12-30,-1.79081,-80.01447,ARMA DE FUEGO,31,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,VENTANAS,2024-12-30,-1.43214,-79.33098,ARMA BLANCA,47,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,LOS RIOS,BABAHOYO,2024-12-30,-1.84819,-79.55038,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2024-12-30,-2.24306,-80.93333,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2024-12-30,-2.24306,-80.93333,ARMA DE FUEGO,18,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,CANAR,LA TRONCAL,2024-12-30,-2.43086,-79.33916,ARMA BLANCA,24,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,EL ORO,MACHALA,2024-12-30,-3.2563,-79.93741,ARMA DE FUEGO,48,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOJA,LOJA,2024-12-30,-3.90354,-79.25343,ARMA DE FUEGO,26,HOMBRE,OTROS,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOJA,LOJA,2024-12-30,-3.90354,-79.25343,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.23534,-79.93372,ARMA DE FUEGO,41,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.19374,-79.91564,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.10603,-79.97467,ARMA DE FUEGO,43,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.07315,-79.92713,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.10202,-79.97298,ARMA DE FUEGO,43,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.07204,-79.92318,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.07204,-79.92318,ARMA DE FUEGO,14,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.19339,-79.90332,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.19339,-79.90332,ARMA DE FUEGO,63,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-30,-2.18993,-79.90713,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ELOY ALFARO,2024-12-29,0.97709,-78.89004,OTROS,14,MUJER,AFRO,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,EL CARMEN,2024-12-29,-0.35791,-79.43076,ARMA BLANCA,35,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MANTA,2024-12-29,-0.98009,-80.68812,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-29,-0.98009,-80.68812,ARMA DE FUEGO,61,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-29,-0.98009,-80.68812,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MONTECRISTI,2024-12-29,-1.04576,-80.65889,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DAULE,2024-12-29,-1.86252,-79.97622,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DAULE,2024-12-29,-1.87016,-79.98293,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALAO,2024-12-29,-2.90979,-79.81215,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BABAHOYO,2024-12-29,-1.76251,-79.55899,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,BABAHOYO,2024-12-29,-1.76251,-79.55899,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,BABAHOYO,2024-12-29,-1.81515,-79.51315,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BABAHOYO,2024-12-29,-1.8119,-79.49677,ARMA DE FUEGO,35,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUEVEDO,2024-12-29,-1.04251,-79.46658,ARMA DE FUEGO,32,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-29,-1.62861,-79.56708,ARMA DE FUEGO,16,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-29,-1.62523,-79.56273,ARMA DE FUEGO,64,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,HUAQUILLAS,2024-12-29,-3.48329,-80.24164,ARMA DE FUEGO,41,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,SANTA ROSA,2024-12-29,-3.50284,-79.8889,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOJA,ZAPOTILLO,2024-12-29,-4.44289,-80.39639,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOJA,ZAPOTILLO,2024-12-29,-4.44289,-80.39639,ARMA DE FUEGO,21,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.24231,-79.91963,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.19717,-79.90849,ARMA DE FUEGO,16,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.0942,-79.9489,ARMA DE FUEGO,43,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2024-12-29,-2.18529,-79.8529,ARMA DE FUEGO,54,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.22538,-79.90881,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.0942,-79.9489,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.0942,-79.9489,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.21206,-79.90078,ARMA DE FUEGO,31,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-29,-2.0942,-79.9489,ARMA DE FUEGO,37,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2024-12-29,-0.26013,-78.54063,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,CARCHI,TULCAN,2024-12-28,0.76519,-77.72969,ARMA DE FUEGO,53,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,ESMERALDAS,ESMERALDAS,2024-12-28,0.90956,-79.67722,ARMA BLANCA,16,HOMBRE,AFRO,DELINCUENCIA COMÚN,RURAL
ASESINATO,ORELLANA,FRANCISCO DE ORELLANA,2024-12-28,-0.37952,-77.01293,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,EL CARMEN,2024-12-28,-0.3218,-79.40545,OTROS,46,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,MANTA,2024-12-28,-0.95486,-80.73386,ARMA DE FUEGO,41,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,NARANJAL,2024-12-28,-2.71776,-79.67853,ARMA DE FUEGO,65,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,BALZAR,2024-12-28,-1.36981,-79.90668,ARMA DE FUEGO,76,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,NARANJITO,2024-12-28,-2.13612,-79.42164,ARMA DE FUEGO,18,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,BALZAR,2024-12-28,-1.33775,-79.87788,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,BALZAR,2024-12-28,-1.33775,-79.87788,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,NARANJITO,2024-12-28,-2.17032,-79.45637,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALZAR,2024-12-28,-1.33775,-79.87788,ARMA DE FUEGO,41,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,BALZAR,2024-12-28,-1.33775,-79.87788,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-28,-1.62418,-79.55813,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUINSALOMA,2024-12-28,-1.2048,-79.31211,ARMA DE FUEGO,33,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,VALENCIA,2024-12-28,-0.95092,-79.36106,ARMA DE FUEGO,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-28,-1.62861,-79.56708,ARMA BLANCA,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MORONA SANTIAGO,SUCUA,2024-12-28,-2.46094,-78.17164,ARMA DE FUEGO,20,HOMBRE,INDIGENA,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,EL GUABO,2024-12-28,-3.23938,-79.82806,ARMA DE FUEGO,50,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,ARENILLAS,2024-12-28,-3.55329,-80.0628,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,SANTA ROSA,2024-12-28,-3.43786,-79.96437,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.25357,-79.88053,ARMA DE FUEGO,15,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.22956,-79.94502,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.71124,-80.24455,ARMA DE FUEGO,29,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.71124,-80.24455,ARMA DE FUEGO,18,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.24778,-79.92531,ARMA DE FUEGO,23,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.19042,-79.90362,ARMA DE FUEGO,24,MUJER,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.24952,-79.90896,ARMA DE FUEGO,21,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.23477,-79.94476,ARMA DE FUEGO,21,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.23477,-79.94476,ARMA DE FUEGO,21,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.23477,-79.94476,ARMA DE FUEGO,30,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.21206,-79.8938,ARMA DE FUEGO,37,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.2314,-79.94438,ARMA DE FUEGO,41,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.2314,-79.94438,ARMA DE FUEGO,42,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.2314,-79.94438,ARMA DE FUEGO,16,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.2314,-79.94438,ARMA DE FUEGO,17,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.71124,-80.24455,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.71124,-80.24455,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.2314,-79.94438,ARMA DE FUEGO,32,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.13425,-79.94865,ARMA DE FUEGO,37,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-28,-2.19171,-79.9122,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2024-12-27,0.97196,-79.65105,ARMA DE FUEGO,35,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-27,-0.96018,-80.71521,ARMA DE FUEGO,41,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,VALENCIA,2024-12-27,-0.95067,-79.35675,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BUENA FE,2024-12-27,-0.89683,-79.49878,ARMA DE FUEGO,23,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,VALENCIA,2024-12-27,-0.95067,-79.35675,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BABAHOYO,2024-12-27,-2.01183,-79.34521,ARMA DE FUEGO,58,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,RURAL
ASESINATO,SANTA ELENA,LA LIBERTAD,2024-12-27,-2.23923,-80.88991,ARMA DE FUEGO,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,MACHALA,2024-12-27,-3.25968,-79.99355,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,MACHALA,2024-12-27,-3.27766,-79.95864,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-27,-2.21678,-79.90314,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-27,-2.08655,-79.95686,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-27,-2.1614,-79.91673,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-27,-2.24028,-79.92207,ARMA DE FUEGO,16,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,SAN LORENZO,2024-12-26,1.27995,-78.82655,ARMA DE FUEGO,27,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-26,-0.96276,-80.72737,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,MANABI,MANTA,2024-12-26,-0.94089,-80.72556,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,TRANSNACIONAL,RURAL
ASESINATO,GUAYAS,GENERAL ANTONIO ELIZALDE,2024-12-26,-2.16241,-79.2389,ARMA DE FUEGO,33,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,QUINSALOMA,2024-12-26,-1.20325,-79.309,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.07323,-79.92779,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.25816,-79.90274,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.21449,-79.92999,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.25698,-79.90776,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.21044,-79.90526,ARMA DE FUEGO,14,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2024-12-26,-2.15429,-79.82999,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2024-12-26,-2.18184,-79.85435,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.59216,-80.3612,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,GUAYAQUIL,2024-12-26,-2.59216,-80.3612,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,ESMERALDAS,QUININDE,2024-12-25,0.33005,-79.47319,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2024-12-25,-1.03527,-80.49894,ARMA DE FUEGO,39,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MONTECRISTI,2024-12-25,-0.99027,-80.70022,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2024-12-25,-0.95336,-80.77737,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALZAR,2024-12-25,-1.2175,-79.75139,ARMA BLANCA,SIN_DATO,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,BALZAR,2024-12-25,-1.1393,-79.71435,ARMA DE FUEGO,45,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,NARANJAL,2024-12-25,-2.42805,-79.64738,ARMA DE FUEGO,44,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,SIMON BOLIVAR,2024-12-25,-2.08467,-79.36117,ARMA CONTUNDENTE,22,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-25,-1.6259,-79.55588,ARMA DE FUEGO,37,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,PUEBLOVIEJO,2024-12-25,-1.62808,-79.55709,ARMA DE FUEGO,16,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BABAHOYO,2024-12-25,-1.80873,-79.4887,CONSTRICTORA,84,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,BABA,2024-12-25,-1.64401,-79.59006,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
