tipo_muerte,provincia,canton,fecha,lat,lon,arma,edad,sexo,etnia,motivacion,area_hecho
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-14,-2.09769,-79.98028,ARMA CONTUNDENTE,27,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2023-05-14,-0.23411,-78.54962,OTROS,40,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-13,0.9671999999999988,-79.63031,ARMA BLANCA,SIN_DATO,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-13,-0.96218,-80.68867,ARMA DE FUEGO,33,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-13,0.06033,-80.05723,ARMA DE FUEGO,56,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MONTECRISTI,2023-05-13,-1.0661,-80.73292,ARMA DE FUEGO,50,HOMBRE,MESTIZO/A,TRANSNACIONAL,RURAL
ASESINATO,GUAYAS,NARANJAL,2023-05-13,-2.62501,-79.62551,ARMA DE FUEGO,54,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,LOS RIOS,VENTANAS,2023-05-13,-1.45296,-79.45725,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,VENTANAS,2023-05-13,-1.45296,-79.45725,ARMA DE FUEGO,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2023-05-13,-2.20984999999999,-80.96987,ARMA DE FUEGO,52,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-13,-2.23627999999999,-80.91426,ARMA DE FUEGO,27,MUJER,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MORONA SANTIAGO,LIMON INDANZA,2023-05-13,-3.04277,-78.26261,ARMA BLANCA,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,EL ORO,MACHALA,2023-05-13,-3.27545999999999,-79.96436,ARMA DE FUEGO,43,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,MACHALA,2023-05-13,-3.27545999999999,-79.96436,ARMA DE FUEGO,52,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,MACHALA,2023-05-13,-3.27545999999999,-79.96436,ARMA DE FUEGO,39,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,EL ORO,HUAQUILLAS,2023-05-13,-3.47356,-80.21884,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2023-05-13,-2.16208,-79.83535,ARMA DE FUEGO,27,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.21038999999999,-79.89724,ARMA DE FUEGO,27,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.27664,-79.8803,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.0864199999999906,-79.93516,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.21038999999999,-79.89724,ARMA DE FUEGO,49,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.0864199999999906,-79.93516,ARMA DE FUEGO,33,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.21038999999999,-79.89724,ARMA DE FUEGO,27,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-13,-2.21038999999999,-79.89724,ARMA DE FUEGO,45,HOMBRE,MESTIZO/A,TRANSNACIONAL,URBANO
HOMICIDIO,PICHINCHA,QUITO,2023-05-13,-0.03892,-78.56196,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,SUCUMBIOS,SHUSHUFINDI,2023-05-12,-0.18312,-76.64343,ARMA DE FUEGO,33,HOMBRE,MULATO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,CAYAMBE,2023-05-12,0.0356599999999999,-78.1454,ARMA BLANCA,30,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,COTOPAXI,LA MANA,2023-05-12,-0.94337,-79.22789,ARMA DE FUEGO,48,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2023-05-12,-1.05043,-80.45545,ARMA DE FUEGO,32,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,SUCRE,2023-05-12,-0.6831,-80.45473,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2023-05-12,-1.07427,-80.44278,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SAN JACINTO DE YAGUACHI,2023-05-12,-2.0968599999999906,-79.68791,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,NARANJAL,2023-05-12,-2.6838,-79.60798,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-12,-2.24215,-80.89448,ARMA DE FUEGO,40,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-12,-2.23888,-80.90984,ARMA DE FUEGO,47,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.23359,-79.94045,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.10663,-79.97566,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.09478,-79.97073,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2023-05-12,-2.16407999999999,-79.79307,ARMA DE FUEGO,18,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.25725,-79.88492,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.08555,-79.93211,ARMA DE FUEGO,62,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-12,-2.07985,-79.89875,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,GUAYAS,GUAYAQUIL,2023-05-12,-2.18013,-79.89731,OTROS,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-11,0.97182,-79.65196,ARMA DE FUEGO,SIN_DATO,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,NAPO,TENA,2023-05-11,-0.9911299999999988,-77.81766,ARMA DE FUEGO,53,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-11,0.08056,-80.05076,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,SUCRE,2023-05-11,-0.6228599999999989,-80.42586,ARMA DE FUEGO,38,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,2023-05-11,-0.2472699999999989,-79.15058,ARMA DE FUEGO,27,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALZAR,2023-05-11,-1.36206999999999,-79.8976,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALZAR,2023-05-11,-1.36206999999999,-79.8976,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SANTA LUCIA,2023-05-11,-1.73716,-79.9877,ARMA DE FUEGO,56,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DAULE,2023-05-11,-1.78401,-79.9092,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SAN JACINTO DE YAGUACHI,2023-05-11,-2.09230999999999,-79.69229,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUEVEDO,2023-05-11,-0.9971499999999988,-79.47238,ARMA DE FUEGO,19,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUEVEDO,2023-05-11,-1.00986,-79.46974,ARMA DE FUEGO,41,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-11,-2.22712999999999,-80.90747,ARMA DE FUEGO,45,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,CANAR,LA TRONCAL,2023-05-11,-2.34938,-79.31205,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,EL ORO,PASAJE,2023-05-11,-3.3651599999999906,-79.85052,ARMA DE FUEGO,42,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,EL ORO,MACHALA,2023-05-11,-3.26814999999999,-79.96486,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-11,-2.12753,-79.92102,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,VIOLENCIA INTRAFAMILIAR,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-10,0.8893999999999989,-79.72472,ARMA DE FUEGO,20,HOMBRE,MULATO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-10,0.8893999999999989,-79.72472,ARMA DE FUEGO,17,HOMBRE,MULATO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-10,0.9638499999999988,-79.6497,ARMA DE FUEGO,42,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-10,-0.9540899999999988,-80.71988,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,SUCRE,2023-05-10,-0.6352299999999989,-80.42331,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-10,0.17963,-80.01702,ARMA DE FUEGO,67,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,SAN JACINTO DE YAGUACHI,2023-05-10,-2.14056999999999,-79.76267,ARMA DE FUEGO,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
HOMICIDIO,LOS RIOS,QUEVEDO,2023-05-10,-1.02808999999999,-79.45399,ARMA DE FUEGO,22,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-10,-2.22501,-80.90567,ARMA DE FUEGO,50,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-10,-2.24943999999999,-79.88283,ARMA DE FUEGO,37,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-10,-2.10787,-79.98277,ARMA DE FUEGO,23,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-10,-2.10787,-79.98277,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2023-05-10,-0.2344799999999989,-78.51221,OTROS,40,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-09,0.9617299999999988,-79.65981,ARMA DE FUEGO,38,HOMBRE,AFRO,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,MANABI,MONTECRISTI,2023-05-09,-1.01442999999999,-80.67445,ARMA DE FUEGO,32,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,2023-05-09,-0.24793,-79.16038,ARMA DE FUEGO,19,HOMBRE,OTROS,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,2023-05-09,-0.2618699999999989,-79.21897,OTROS,48,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,NARANJAL,2023-05-09,-2.67356,-79.62886,ARMA DE FUEGO,59,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,NARANJAL,2023-05-09,-2.67356,-79.62886,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUINSALOMA,2023-05-09,-1.20741,-79.31808,ARMA DE FUEGO,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,LA LIBERTAD,2023-05-09,-2.2363,-80.91296,ARMA DE FUEGO,35,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2023-05-09,-2.25101,-80.9447,ARMA BLANCA,SIN_DATO,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOJA,LOJA,2023-05-09,-4.01407999999999,-79.2379,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-09,-2.23983,-79.91404,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-09,-2.12514,-79.92668,ARMA DE FUEGO,36,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-09,-2.12514,-79.92668,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-09,-2.08873,-79.9553,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-09,-2.22516999999999,-79.88825,ARMA DE FUEGO,46,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-08,0.9646599999999989,-79.65048,ARMA DE FUEGO,27,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,IMBABURA,IBARRA,2023-05-08,0.34827,-78.12048,ARMA DE FUEGO,45,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,NAPO,TENA,2023-05-08,-0.75838,-77.18835,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,RURAL
ASESINATO,TUNGURAHUA,AMBATO,2023-05-08,-1.30332,-78.60103,OTROS,13,MUJER,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
ASESINATO,MANABI,PORTOVIEJO,2023-05-08,-1.06041999999999,-80.43831,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,2023-05-08,-0.26205,-79.21383,ARMA BLANCA,45,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,SANTA LUCIA,2023-05-08,-1.70958999999999,-79.98311,ARMA DE FUEGO,42,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SANTA LUCIA,2023-05-08,-1.70958999999999,-79.98311,ARMA DE FUEGO,27,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SANTA LUCIA,2023-05-08,-1.70958999999999,-79.98311,ARMA DE FUEGO,31,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-08,-2.15354,-79.58851,ARMA DE FUEGO,50,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-08,-2.15354,-79.58851,ARMA DE FUEGO,23,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-08,-2.15354,-79.58851,ARMA DE FUEGO,4,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-08,-2.15354,-79.58851,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,BALAO,2023-05-08,-2.91061,-79.81302,ARMA BLANCA,50,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,MILAGRO,2023-05-08,-2.15537,-79.58221,ARMA DE FUEGO,32,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,DURAN,2023-05-08,-2.16249,-79.82825,ARMA CONTUNDENTE,SIN_DATO,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.26976999999999,-79.88757,CONSTRICTORA,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.56904,-80.36765,ARMA DE FUEGO,70,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.23810999999999,-79.9309,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.10108,-79.95886,ARMA DE FUEGO,30,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.12737,-79.96944,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.0933999999999906,-79.96386,ARMA DE FUEGO,50,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.24767999999999,-79.89917,ARMA DE FUEGO,38,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.41890999999999,-80.36843,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-08,-2.28441999999999,-79.88665,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2023-05-08,-0.12909,-78.50989,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ESMERALDAS,2023-05-07,0.9139199999999988,-79.69996,ARMA DE FUEGO,SIN_DATO,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,ESMERALDAS,ATACAMES,2023-05-07,0.8444599999999989,-79.84765,ARMA BLANCA,20,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,ORELLANA,LA JOYA DE LOS SACHAS,2023-05-07,-0.26024,-76.85443,ARMA DE FUEGO,29,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
HOMICIDIO,TUNGURAHUA,AMBATO,2023-05-07,-1.29817999999999,-78.64709,ARMA BLANCA,34,MUJER,MESTIZO/A,VIOLENCIA COMUNITARIA,RURAL
ASESINATO,MANABI,MONTECRISTI,2023-05-07,-1.01952,-80.55555,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,SUCRE,2023-05-07,-0.67859,-80.41023,ARMA DE FUEGO,20,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,RURAL
ASESINATO,GUAYAS,SANTA LUCIA,2023-05-07,-1.73544,-79.97447,ARMA DE FUEGO,40,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,RURAL
ASESINATO,GUAYAS,NARANJITO,2023-05-07,-2.15923,-79.45954,ARMA DE FUEGO,30,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-07,-2.15436,-79.58072,ARMA DE FUEGO,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,MILAGRO,2023-05-07,-2.14170999999999,-79.59445,ARMA DE FUEGO,21,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,SAN JACINTO DE YAGUACHI,2023-05-07,-2.09295,-79.69213,ARMA BLANCA,19,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,LOS RIOS,QUINSALOMA,2023-05-07,-1.20619,-79.30167,ARMA DE FUEGO,64,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,LOS RIOS,VALENCIA,2023-05-07,-0.9565299999999988,-79.35106,OTROS,55,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,SANTA ELENA,SALINAS,2023-05-07,-2.26115999999999,-80.91219,ARMA BLANCA,27,HOMBRE,NO DETERMINADO,VIOLENCIA COMUNITARIA,RURAL
ASESINATO,GUAYAS,DURAN,2023-05-07,-2.14556,-79.83539,ARMA CONTUNDENTE,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-07,-2.25614999999999,-79.89053,ARMA DE FUEGO,29,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-07,-2.25614999999999,-79.89053,ARMA DE FUEGO,69,MUJER,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-07,-2.10063,-79.97983,ARMA DE FUEGO,SIN_DATO,HOMBRE,AFRO,DELINCUENCIA COMÚN,URBANO
ASESINATO,GUAYAS,GUAYAQUIL,2023-05-07,-2.13480999999999,-80.00365,ARMA DE FUEGO,SIN_DATO,HOMBRE,NO DETERMINADO,DELINCUENCIA COMÚN,URBANO
HOMICIDIO,PICHINCHA,QUITO,2023-05-07,-0.32878,-78.55038,ARMA CONTUNDENTE,34,HOMBRE,MESTIZO/A,VIOLENCIA COMUNITARIA,URBANO
FEMICIDIO,PICHINCHA,QUITO,2023-05-07,-0.26244,-78.52251,CONSTRICTORA,35,MUJER,MESTIZO/A,VIOLENCIA INTRAFAMILIAR,URBANO
ASESINATO,PICHINCHA,RUMINAHUI,2023-05-06,-0.32173,-78.46068,ARMA DE FUEGO,36,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
SICARIATO,PICHINCHA,RUMINAHUI,2023-05-06,-0.32173,-78.46068,ARMA DE FUEGO,26,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
SICARIATO,PICHINCHA,RUMINAHUI,2023-05-06,-0.32173,-78.46068,ARMA DE FUEGO,54,MUJER,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-06,-0.0681299999999999,-80.14117,ARMA DE FUEGO,34,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-06,-0.0681299999999999,-80.14117,ARMA DE FUEGO,25,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PEDERNALES,2023-05-06,-0.0681299999999999,-80.14117,ARMA DE FUEGO,24,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2023-05-06,-1.03621,-80.49402,ARMA DE FUEGO,35,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-06,-0.9681699999999988,-80.69968,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-06,-0.9681699999999988,-80.69968,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-06,-0.9681699999999988,-80.69968,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-06,-0.96852,-80.69962,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,MANTA,2023-05-06,-0.96852,-80.69962,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,URBANO
ASESINATO,MANABI,PORTOVIEJO,2023-05-06,-1.03769,-80.29384,ARMA DE FUEGO,28,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
ASESINATO,MANABI,PORTOVIEJO,2023-05-06,-1.03769,-80.29384,ARMA DE FUEGO,SIN_DATO,HOMBRE,MESTIZO/A,DELINCUENCIA COMÚN,RURAL
